Search Size,Total Num Documents,Num Common Stocks for Search Set,Percent (%) Coverage of Common Stocks,Total Num Common Stocks,Total Num Issuers,Total Num CUSIP,Num Rejected,Num Duplicates,Percent (%) Accepted
502,9922,346,0.69,977,1095,2879,6484,559,0.29
